3.979610164205295231e+00,2.815345139370134753e+00,4.985262856544029120e+00,4.732497392511452183e+00,3.573033596278357038e+00,2.111813143855725716e+00,4.051284547222625321e+00,4.821928697072548786e+00,2.436026794234651405e+00,3.194163233703235516e+00,3.271322639888571082e+00,4.723420149819396840e+00,4.758000819696267314e+00,4.554314946230558547e+00,2.084968907965432550e+00,4.478838837145382001e+00,3.169524673984444263e+00,4.913443883637143017e+00,3.082723965432745850e+00,4.418562668129679238e+00,3.270153663624696616e+00,4.667242367002243597e+00,3.522367161957811632e+00,3.856093715793465826e+00,2.210483102743230788e+00,4.789531511911199857e+00,4.992509997525381493e+00,4.512887441874207539e+00,4.122417746604340572e+00,3.779395223757602285e+00,4.428779570376113917e+00,3.811832827910048849e+00,4.341954317613907044e+00,4.881962016397526583e+00,2.062437450360157243e+00,3.411003942587175430e+00,2.221494664460551327e+00,2.832639663253327722e+00,4.223831108089260766e+00,3.215975639324228919e+00,2.414363476603501368e+00,3.796822723445770542e+00,2.157853372752223997e+00,2.679978682637763399e+00,3.643046706694885728e+00,3.251513581317811319e+00,2.140628111101051445e+00,2.191427698715196382e+00,2.550182307143598059e+00,2.982161321801877207e+00
4.801749252515952193e+00,2.458197921475356651e+00,4.580242544322138620e+00,3.729330806647798369e+00,4.958679529703928779e+00,3.735942894919461743e+00,4.648608603135825135e+00,2.351973959812585058e+00,2.677741581812030702e+00,4.267123154556523801e+00,2.433622373795479632e+00,2.645857542504232107e+00,3.865613802462649407e+00,2.997661810151186934e+00,4.625341827789181792e+00,3.028996583346726723e+00,3.782353781461642583e+00,2.347247026173207463e+00,4.393188966125163297e+00,2.107029456956049263e+00,4.363970979515021220e+00,4.980372458298289118e+00,4.772026417393718134e+00,2.593580699721684812e+00,4.924723473858776401e+00,2.977198375335912583e+00,3.023407452360058478e+00,4.973624554762723804e+00,2.366423087333601405e+00,3.453175242288575753e+00,4.708223535697593221e+00,3.887299709750814181e+00,2.422078194089499092e+00,2.519575859378414773e+00,2.048975236836892755e+00,3.509522324672579074e+00,4.912030844192287304e+00,3.739667125035829542e+00,3.756215862911406411e+00,4.198569836811599565e+00,3.509780577942930524e+00,3.395196769478202814e+00,4.580478366609166407e+00,4.128740483121218219e+00,4.931076574666433565e+00,2.812270203345372366e+00,2.944740140596957989e+00,4.564138894342261388e+00,4.883745505865863201e+00,4.748298714904871431e+00
3.684624582154992112e+00,4.441139399577680891e+00,3.536735186548146004e+00,2.779359075925667000e+00,3.015226692265490893e+00,4.124628221148930685e+00,4.145608643000729288e+00,4.672247858854891689e+00,2.350202306784444417e+00,3.447475567307034972e+00,4.990206522303288317e+00,2.493642545666956867e+00,3.533311404501402020e+00,3.373040578111538679e+00,2.003644737168563061e+00,2.309198216630538703e+00,3.724438864063431165e+00,4.185914206573587037e+00,3.078946387632106152e+00,2.247655834745107217e+00,2.180193192346997488e+00,4.461532373193758616e+00,3.875330775726721910e+00,3.857520094456756254e+00,3.984103012302229185e+00,3.543409801715195151e+00,2.895549016595036385e+00,3.485190015180581469e+00,3.323356868129315522e+00,2.254422025050866196e+00,4.543373115635390036e+00,3.319233300273086495e+00,4.655352021163847276e+00,2.281686176741348770e+00,2.454216712475199458e+00,4.783922824969639720e+00,2.009806346685169220e+00,4.661433765768473236e+00,3.002580598052352112e+00,4.445039312563713096e+00,3.769800664515887245e+00,4.900722407919096746e+00,2.965291453759326679e+00,2.308603037257553225e+00,3.678802693108019106e+00,4.632945349680023028e+00,2.718334427712829626e+00,3.288903897119915154e+00,4.819018319905987724e+00,2.719670883383606519e+00
2.241942601766294452e+00,3.516429250508695148e+00,4.079402567852950412e+00,3.549660668057523338e+00,4.080970004301772036e+00,4.360072207432291513e+00,4.631919063581245943e+00,4.071215498057570770e+00,3.662974501123005933e+00,3.851214394609416836e+00,2.208591725285096619e+00,3.616421812395927748e+00,3.173499585262388845e+00,4.127720952786129160e+00,4.542834455652289272e+00,2.159253573161533435e+00,2.841343122811788469e+00,3.260565046959903235e+00,3.307294470790233643e+00,2.702398070468960078e+00,2.433978303225539541e+00,4.712349626512635226e+00,2.742191513410827231e+00,2.249965986342231439e+00,4.883875460738924090e+00,3.049150383263414810e+00,4.393184799816541641e+00,4.409753078307239171e+00,3.365381391625125396e+00,4.897845192656262725e+00,4.813229479261010191e+00,3.202105856196059808e+00,3.805759434424611953e+00,3.219745505859783030e+00,2.985932254426865828e+00,2.693162715514679117e+00,2.735088708066422125e+00,2.532409458689009796e+00,4.098056343960822190e+00,3.471617366764788493e+00,3.460557790825832036e+00,4.674883028174509292e+00,2.319157650715105490e+00,4.261028805690645349e+00,4.039030268348972719e+00,3.577898248476580889e+00,2.096429875178442259e+00,4.098637437332773636e+00,2.572037808121510949e+00,4.503897181227364932e+00
3.674837116380679003e+00,3.917838693518055582e+00,4.203071704508282380e+00,3.788877425808000243e+00,4.608176206284356979e+00,2.450692546266510341e+00,4.932153947001970629e+00,2.565102900224560667e+00,4.280575061158801375e+00,2.424053462284541105e+00,4.603128650163322177e+00,3.248145134584522253e+00,4.739731419821146652e+00,2.443166229864963235e+00,3.252091149456139085e+00,3.380654670536579864e+00,3.714342699171004902e+00,2.505297185591040421e+00,3.088984934037396712e+00,3.296805179511283157e+00,2.412034446805244148e+00,4.886039249970131948e+00,2.090478739302956690e+00,4.813284195276139599e+00,2.585091012629239238e+00,2.714950277997165262e+00,2.438802998392733734e+00,3.232991546224741164e+00,4.250140408020063987e+00,4.708781607697687832e+00,2.054595698737001097e+00,3.080338075460200109e+00,4.494863805221280373e+00,2.349995664275341678e+00,4.228095560346289083e+00,3.226647498241994150e+00,4.768313484317608264e+00,3.320745012395247109e+00,4.637784305581391209e+00,3.031366882931013418e+00,4.694205504035382504e+00,3.096841151005871318e+00,4.777651197767283975e+00,4.311963977361697786e+00,4.927620998874905567e+00,4.911137846567436682e+00,3.359461499231128023e+00,4.085531779688727383e+00,3.812500937855582084e+00,2.662854915283471069e+00
3.517948362122058192e+00,4.210870781615975389e+00,2.283571945183030305e+00,3.387859735365217340e+00,4.502552211074139166e+00,3.803660130962216890e+00,3.130711913365021637e+00,3.737661697566446062e+00,3.006573723375289831e+00,4.454256556073977080e+00,3.287265655409524978e+00,2.713714014860936885e+00,3.422905170285953425e+00,4.499911213540383592e+00,2.243280686398754664e+00,2.239494233189105898e+00,3.823851328894829482e+00,4.445589950027915904e+00,4.907305742858174114e+00,2.779877038509697140e+00,3.158508247547103132e+00,3.512794672170073795e+00,2.006904626780620760e+00,2.944350299676315785e+00,4.011058714142485826e+00,4.099181878525763878e+00,2.694241199183683655e+00,3.191168572761274635e+00,4.128506247140563801e+00,2.594618545295351630e+00,2.791116268765304387e+00,3.911312439416681830e+00,3.490858560332165794e+00,2.948524499370919649e+00,4.044588686991179571e+00,3.586185267702102220e+00,2.416721287887618530e+00,4.235433712192226530e+00,3.588185052429055943e+00,2.235149473245555463e+00,2.527609550603340249e+00,4.485371539755329984e+00,2.215227019107366857e+00,3.841109480618837058e+00,4.684326545200615755e+00,2.465975888067371447e+00,3.473496490077483845e+00,3.211551364664405828e+00,2.695058124557989210e+00,2.749511483443679793e+00
4.236457773289378004e+00,4.579200071299042385e+00,4.569512578435396044e+00,2.027712733234666942e+00,3.629963096178825843e+00,4.744024001163129611e+00,4.729813873990119433e+00,2.240654745247228519e+00,3.485773577224374087e+00,4.913328059914277013e+00,4.220738909116711568e+00,2.753669144147389947e+00,2.218464020220968003e+00,3.421343422698439607e+00,3.233656039042160035e+00,3.460358572205768368e+00,3.599929293307728706e+00,2.249836181597405282e+00,3.032062485307697841e+00,2.505454625123008761e+00,4.652784086704119915e+00,4.355202673083619302e+00,3.797567305644834690e+00,2.989252764927921469e+00,4.328918354388482825e+00,2.249719573451792964e+00,3.813778854639418014e+00,4.975769195356135377e+00,3.249571880408419045e+00,2.738939928303758542e+00,2.812243245894880062e+00,4.518393116284990185e+00,3.440690086942026049e+00,2.252022623046959104e+00,2.404757343072927878e+00,3.222077957206149534e+00,2.408677652558284699e+00,3.171068485886025190e+00,3.892523922959003624e+00,4.569334798918550433e+00,2.441211071871183247e+00,4.000513425895626085e+00,2.235543570769869870e+00,2.410664932832581098e+00,2.183611619068434706e+00,3.694375457312026878e+00,2.054025799478373493e+00,2.471933685989343932e+00,2.739232513833008031e+00,4.343453510750777014e+00
4.741924768721641925e+00,4.772258014585515795e+00,4.938278334428328975e+00,2.825640813401484319e+00,2.101861887379119942e+00,2.208584700446589721e+00,2.964889977970015078e+00,2.551676790115901650e+00,4.311341138982917265e+00,2.443313470245535690e+00,4.472398106810770990e+00,2.942063354442053136e+00,2.713709325992828436e+00,2.753262746967985564e+00,2.217250835012239740e+00,3.999969662794780056e+00,3.259729924438280690e+00,3.909932734232160367e+00,2.694247387987581455e+00,4.981998958737931638e+00,3.630281917750282528e+00,3.199771434809054682e+00,3.731869122867437660e+00,2.193866069448879852e+00,3.286415912888639212e+00,3.950361265056662408e+00,4.592894572183811697e+00,2.888776018186743677e+00,3.624832812220714295e+00,3.061088429901320129e+00,4.812964745185910331e+00,4.795746886920568386e+00,3.880965211146857996e+00,2.814611347784114148e+00,3.233870552749062544e+00,3.053471757593620772e+00,2.694091863685393662e+00,4.497467410537444366e+00,3.624123246130344533e+00,2.221764603245855785e+00,4.477090922232553005e+00,3.436455780499080959e+00,3.345610477507158897e+00,3.211253542004119943e+00,2.114286826422098198e+00,3.022773477877364279e+00,2.388501711586932252e+00,3.000851854610120828e+00,4.013934677395365469e+00,2.098234251777192583e+00
3.031068824758975655e+00,2.278131285013255791e+00,3.969665799077120472e+00,4.228047894515629679e+00,3.414963287534896086e+00,2.787061760035630442e+00,3.173988377830393670e+00,4.059840885893775564e+00,3.442530209874551161e+00,3.824803963250264616e+00,3.278552750254610793e+00,3.211017727879065475e+00,2.287909038447192955e+00,3.959308837931348357e+00,2.723696370320582538e+00,3.682945284644237649e+00,3.134785919033584278e+00,4.688781935358087516e+00,2.694855746571371391e+00,2.778914516333006013e+00,4.810039525074111921e+00,4.542396722812544141e+00,3.954895771511514724e+00,2.886926627834963011e+00,4.868977236131369679e+00,3.148957750675635658e+00,3.477043491507157302e+00,2.609852437464317276e+00,3.925832581496222939e+00,4.665384011257014407e+00,3.860814451290932592e+00,2.089201134889070666e+00,3.983299467112298320e+00,2.703840251519117999e+00,2.212910993288619732e+00,4.055310013462791296e+00,2.362670409516824499e+00,3.459744771367009530e+00,2.320676833467551603e+00,4.928818441568709297e+00,4.697600371648527506e+00,3.932509031284092238e+00,2.233795840098759644e+00,2.576896303349268003e+00,2.345832799594966378e+00,4.369660514434885457e+00,2.233554391403519190e+00,2.887389978922599187e+00,4.453722913427719199e+00,3.332004102664627432e+00
3.877915458647670732e+00,3.405397854864053109e+00,2.326740500508979625e+00,4.523797344443352131e+00,3.816630727331209005e+00,3.894169414408912289e+00,3.998845355724728545e+00,3.407058134327450638e+00,3.953295955571771270e+00,4.098789495475552158e+00,2.905695801420118407e+00,2.178633145151568584e+00,4.535566555269629596e+00,3.619460038810843105e+00,3.437953878525902951e+00,4.713064453994111780e+00,3.915950173049332239e+00,4.274161170593918868e+00,3.656301119158100299e+00,3.627701200602237996e+00,3.518517839801326375e+00,3.313948204925244223e+00,3.292132296710423844e+00,2.836068869485719457e+00,2.682809138956517181e+00,3.802275533073427471e+00,2.312281406951237184e+00,3.801372770258770295e+00,4.537572096428659663e+00,3.111699626226718252e+00,3.691652235781771818e+00,4.092260037453967492e+00,3.254212802988852182e+00,4.131069603506807297e+00,4.984241129316380636e+00,3.366318807716251360e+00,3.043026410821150662e+00,2.690995959504510093e+00,2.731822769060053169e+00,3.674321827735726131e+00,4.972185527650863079e+00,2.515387203398334215e+00,3.842598833389245794e+00,4.776000294394747492e+00,4.184709170479064433e+00,4.942359519565654224e+00,4.147348859342713467e+00,3.285818626896728212e+00,2.676195953242143766e+00,2.835431169315109301e+00
